1.30004,1

1.30009,1

1.30013,1

1.30018,1

1.30023,1

1.30027,1

1.30032,1

1.30037,1

1.30042,1

1.30047,1

1.30052,1

1.30056,1

1.30061,1

1.30066,1

1.30071,1

1.30075,1

1.30080,1

1.30085,1

1.30090,1

1.30094,1

1.30099,1

1.30104,1

1.30109,1

1.30113,1

1.30118,1

1.30123,1

1.30128,1

1.30133,1

1.30138,1

1.30143,1

1.30148,1

1.30153,1

1.30158,1

1.30163,1

1.30167,1

1.30173,1

1.30177,1

1.30183,1

1.30187,1

1.30192,1

1.30197,1

1.30202,1

1.30207,1

1.30212,1

1.30217,1

1.30221,1

1.30226,2

1.30231,1

1.30236,1

1.30241,1

1.30246,1

1.30251,1

1.30255,1

1.30261,1

1.30265,1

1.30271,1

1.30275,1

1.30280,1

1.30285,2

1.30290,1

1.30295,1

1.30299,1

1.30305,1

1.30309,1

1.30314,1

1.30319,1

1.30324,1

1.30329,1

1.30334,1

1.30339,1

1.30344,1

1.30349,1

1.30354,1

1.30358,1

1.30363,1

1.30368,1

1.30373,1

1.30378,1

1.30383,1

1.30388,1

1.30393,1

1.30398,1

1.30403,1

1.30408,2

1.30413,1

1.30417,1

1.30422,1

1.30427,2

1.30432,1

1.30437,1

1.30442,1

1.30447,1

1.30452,1

1.30456,1

1.30461,1

1.30466,1

1.30471,1

1.30476,1

1.30481,1

1.30486,1

1.30491,1

1.30496,1

1.30501,1

1.30506,1

1.30510,1

1.30515,1

1.30520,1

1.30525,1

1.30530,1

1.30535,1

1.30539,1

1.30544,1

1.30549,1

1.30554,1

1.30559,2

1.30564,1

1.30569,1

1.30574,1

1.30579,1

1.30584,1

1.30589,1

1.30593,1

1.30598,1

1.30603,1

1.30608,1

1.30613,1

1.30618,1

1.30623,1

1.30628,1

1.30633,1

1.30638,1

1.30642,1

1.30647,1

1.30652,1

1.30657,1

1.30662,1

1.30667,1

1.30672,1

1.30677,1

1.30682,1

1.30687,1

1.30692,1

1.30697,1

1.30702,1

1.30707,2

1.30711,1

1.30716,1

1.30721,1

1.30726,1

1.30731,2

1.30736,1

1.30740,1

1.30745,1

1.30751,1

1.30755,1

1.30760,1

1.30765,1

1.30770,1

1.30775,2

1.30780,1

1.30784,1

1.30789,1

1.30794,1

1.30799,1

1.30804,2

1.30809,1

1.30814,1

1.30819,1

1.30823,1

1.30828,1

1.30833,1

1.30838,1

1.30843,1

1.30848,1

1.30853,1

1.30858,1

1.30863,1

1.30868,1

1.30873,1

1.30878,1

1.30883,1

1.30887,1

1.30892,1

1.30897,1

1.30902,1

1.30907,1

1.30912,2

1.30917,1

1.30921,1

1.30926,1

1.30931,1

1.30936,1

1.30941,1

1.30946,1

1.30951,1

1.30956,2

1.30961,1

1.30965,1

1.30971,1

1.30975,1

1.30981,1

1.30985,1

1.30990,1

1.30995,1

1.31000,1

1.31005,1

1.31010,1

1.31014,1

1.31019,1

1.31024,1

1.31029,1

1.31034,1

1.31039,1

1.31044,1

1.31049,1

1.31053,2

1.31058,1

1.31063,1

1.31068,1

1.31073,1

1.31078,1

1.31083,1

1.31088,1

1.31093,1

1.31098,1

1.31103,1

1.31108,1

1.31113,2

1.31118,1

1.31123,1

1.31128,1

1.31133,1

1.31138,1

1.31143,1

1.31148,1

1.31153,1

1.31158,1

1.31163,1

1.31168,1

1.31173,1

1.31179,1

1.31184,2

1.31189,1

1.31194,1

1.31199,1

1.31204,1

1.31209,1

1.31214,1

1.31219,1

1.31224,1

1.31229,1

1.31234,1

1.31239,1

1.31244,1

1.31249,1

1.31254,1

1.31259,1

1.31264,1

1.31269,1

1.31274,1

1.31279,1

1.31284,1

1.31289,1

1.31295,1

1.31300,1

1.31305,1

1.31309,1

1.31314,1

1.31319,1

1.31325,1

1.31330,1

1.31334,1

1.31340,1

1.31344,1

1.31350,1

1.31355,1

1.31360,1

1.31365,1

1.31369,1

1.31375,1

1.31380,1

1.31385,1

1.31389,1

1.31395,1

1.31400,1

1.31404,1

1.31409,1

1.31414,1

1.31420,1

1.31424,1

1.31429,1

1.31435,1

1.31439,1

1.31445,1

1.31450,1

1.31455,1

1.31459,1

1.31465,1

1.31470,1

1.31475,1

1.31480,1

1.31485,1

1.31490,1

1.31495,1

1.31500,1

1.31505,1

1.31510,1

1.31514,1

1.31519,1

1.31525,1

1.31530,1

1.31535,1

1.31540,1

1.31544,1

1.31549,1

1.31555,1

1.31560,1

1.31564,1

1.31569,1

1.31574,1

1.31579,1

1.31584,1

1.31590,1

1.31595,1

1.31599,1

1.31605,1

1.31610,2

1.31614,1

1.31620,1

1.31624,1

1.31629,1

1.31634,1

1.31640,1

1.31644,1
