150,360, 1.772
150,360,2.017
150,350,5.555

170,362, 1.717 
170,345, 1.683
170,348, 1.632 

190,372, 1.501
190,363, 1.539
190,363, 1.487

210,365,0.470
210,361,0.450
210,361,0.439

230,368,0.399
230,367,0.378
230,328, 0.381

250,371,0.333
250,371,0.313
250,366,0.346


350,373, 0.321
350,364, 0.312
350,363,0.314
